Temp.C	clade	substrate	replicate	SourceRef	Time.hr	Popn_Change	Popn_DataUnit	cst
5	Enterobacter sp	TSB	1	1	430.120481927711	0.570927187008905	OD_595	2
5	Enterobacter sp	TSB	1	1	406.024096385542	0.564040509865549	OD_595	2
5	Enterobacter sp	TSB	1	1	383.132530120482	0.581498166579361	OD_595	2
5	Enterobacter sp	TSB	1	1	359.036144578313	0.57808975030557	OD_595	2
5	Enterobacter sp	TSB	1	1	334.939759036145	0.574681334031779	OD_595	2
5	Enterobacter sp	TSB	1	1	310.843373493976	0.574751178627554	OD_595	2
5	Enterobacter sp	TSB	1	1	286.746987951807	0.566125371049415	OD_595	2
5	Enterobacter sp	TSB	1	1	263.855421686747	0.574887375589314	OD_595	2
5	Enterobacter sp	TSB	1	1	238.55421686747	0.581917234154007	OD_595	2
5	Enterobacter sp	TSB	1	1	214.457831325301	0.580247948314999	OD_595	2
5	Enterobacter sp	TSB	1	1	190.361445783132	0.552491705954252	OD_595	2
5	Enterobacter sp	TSB	1	1	167.469879518072	0.55429718875502	OD_595	2
5	Enterobacter sp	TSB	1	1	142.168674698795	0.547414003841453	OD_595	2
5	Enterobacter sp	TSB	1	1	118.072289156626	0.500527326698097	OD_595	2
5	Enterobacter sp	TSB	1	1	93.9759036144578	0.415379779989523	OD_595	2
5	Enterobacter sp	TSB	1	1	69.8795180722891	0.304145276759211	OD_595	2
5	Enterobacter sp	TSB	1	1	46.9879518072289	0.19290728129911	OD_595	2
5	Enterobacter sp	TSB	1	1	22.8915662650603	0.0677597345905362	OD_595	2
5	Enterobacter sp	TSB	1	1	4.2632564145606e-14	0.0295652173913047	OD_595	2
Temp.C	clade	substrate	replicate	SourceRef	Time.hr	Popn_Change	Popn_DataUnit	cst
5	Pantoea agglomerans	TSB	1	1	671.084337349398	0.420663523659857	OD_595	2
5	Pantoea agglomerans	TSB	1	1	646.987951807229	0.431168150864327	OD_595	2
5	Pantoea agglomerans	TSB	1	1	622.89156626506	0.438194517199232	OD_595	2
5	Pantoea agglomerans	TSB	1	1	600	0.44695652173913	OD_595	2
5	Pantoea agglomerans	TSB	1	1	574.698795180723	0.452247249869041	OD_595	2
5	Pantoea agglomerans	TSB	1	1	551.807228915663	0.448835341365462	OD_595	2
5	Pantoea agglomerans	TSB	1	1	527.710843373494	0.452383446830802	OD_595	2
5	Pantoea agglomerans	TSB	1	1	503.614457831325	0.469844595774402	OD_595	2
5	Pantoea agglomerans	TSB	1	1	479.518072289157	0.466436179500611	OD_595	2
5	Pantoea agglomerans	TSB	1	1	455.421686746988	0.473462545835516	OD_595	2
5	Pantoea agglomerans	TSB	1	1	431.325301204819	0.477010651300856	OD_595	2
5	Pantoea agglomerans	TSB	1	1	407.228915662651	0.478819626331413	OD_595	2
5	Pantoea agglomerans	TSB	1	1	384.33734939759	0.478885978697398	OD_595	2
5	Pantoea agglomerans	TSB	1	1	360.240963855422	0.485912345032303	OD_595	2
5	Pantoea agglomerans	TSB	1	1	334.939759036145	0.482507420988301	OD_595	2
5	Pantoea agglomerans	TSB	1	1	312.048192771084	0.493008555962982	OD_595	2
5	Pantoea agglomerans	TSB	1	1	287.951807228916	0.482643617950061	OD_595	2
5	Pantoea agglomerans	TSB	1	1	263.855421686747	0.487930853850183	OD_595	2
5	Pantoea agglomerans	TSB	1	1	239.759036144578	0.507131133228566	OD_595	2
5	Pantoea agglomerans	TSB	1	1	215.66265060241	0.505461847389558	OD_595	2
5	Pantoea agglomerans	TSB	1	1	191.566265060241	0.519444735463594	OD_595	2
5	Pantoea agglomerans	TSB	1	1	167.469879518072	0.500384145276759	OD_595	2
5	Pantoea agglomerans	TSB	1	1	143.373493975904	0.481323555089925	OD_595	2
5	Pantoea agglomerans	TSB	1	1	119.277108433735	0.390958617077004	OD_595	2
5	Pantoea agglomerans	TSB	1	1	95.1807228915663	0.276245852977126	OD_595	2
5	Pantoea agglomerans	TSB	1	1	71.0843373493976	0.121533088877248	OD_595	2
5	Pantoea agglomerans	TSB	1	1	46.9879518072289	0.0294290204295443	OD_595	2
5	Pantoea agglomerans	TSB	1	1	24.0963855421687	0.0103649380129215	OD_595	2
5	Pantoea agglomerans	TSB	1	1	4.2632564145606e-14	0.00521739130434784	OD_595	1
5	Pantoea agglomerans	TSB	1	1	671.084337349398	0.246750480181596	OD_595	2
5	Pantoea agglomerans	TSB	1	1	646.987951807229	0.271168150864327	OD_595	2
5	Pantoea agglomerans	TSB	1	1	601.204819277108	0.330431290378907	OD_595	2
5	Pantoea agglomerans	TSB	1	1	600	0.330434782608696	OD_595	2
5	Pantoea agglomerans	TSB	1	1	622.89156626506	0.302542343286188	OD_595	2
5	Pantoea agglomerans	TSB	1	1	574.698795180723	0.360073336825563	OD_595	2
5	Pantoea agglomerans	TSB	1	1	551.807228915663	0.386226645713288	OD_595	2
5	Pantoea agglomerans	TSB	1	1	553.012048192771	0.386223153483499	OD_595	2
5	Pantoea agglomerans	TSB	1	1	526.506024096385	0.410647808625808	OD_595	2
5	Pantoea agglomerans	TSB	1	1	503.614457831325	0.443757639252663	OD_595	2
5	Pantoea agglomerans	TSB	1	1	479.518072289157	0.457740527326698	OD_595	2
5	Pantoea agglomerans	TSB	1	1	455.421686746988	0.485636458878994	OD_595	2
5	Pantoea agglomerans	TSB	1	1	431.325301204819	0.496141086083464	OD_595	2
5	Pantoea agglomerans	TSB	1	1	408.433734939759	0.510120481927711	OD_595	2
5	Pantoea agglomerans	TSB	1	1	383.132530120482	0.522367731796752	OD_595	2
5	Pantoea agglomerans	TSB	1	1	359.036144578313	0.527654967696874	OD_595	2
5	Pantoea agglomerans	TSB	1	1	334.939759036145	0.546855247075258	OD_595	2
5	Pantoea agglomerans	TSB	1	1	312.048192771084	0.553878121180374	OD_595	2
5	Pantoea agglomerans	TSB	1	1	287.951807228916	0.564382748384844	OD_595	2
5	Pantoea agglomerans	TSB	1	1	263.855421686747	0.564452592980618	OD_595	2
5	Pantoea agglomerans	TSB	1	1	215.66265060241	0.555896629998254	OD_595	2
5	Pantoea agglomerans	TSB	1	1	239.759036144578	0.559305046272045	OD_595	2
5	Pantoea agglomerans	TSB	1	1	191.566265060241	0.555966474594028	OD_595	2
5	Pantoea agglomerans	TSB	1	1	167.469879518072	0.463862406146324	OD_595	2
5	Pantoea agglomerans	TSB	1	1	143.373493975904	0.376975729002968	OD_595	2
5	Pantoea agglomerans	TSB	1	1	119.277108433735	0.270958617077004	OD_595	2
5	Pantoea agglomerans	TSB	1	1	95.1807228915663	0.109289331237996	OD_595	2
5	Pantoea agglomerans	TSB	1	1	72.289156626506	0.0432687270822422	OD_595	2
5	Pantoea agglomerans	TSB	1	1	46.9879518072289	0.0224724986904139	OD_595	2
5	Pantoea agglomerans	TSB	1	1	24.0963855421687	0.0103649380129213	OD_595	2
5	Pantoea agglomerans	TSB	1	1	1.4210854715202e-14	0.00521739130434795	OD_595	1
5	Pantoea agglomerans	TSB	1	1	671.489436004889	0.389565217391305	OD_595	2
5	Pantoea agglomerans	TSB	1	1	646.184738955823	0.391304347826088	OD_595	2
5	Pantoea agglomerans	TSB	1	1	622.077876724288	0.396521739130436	OD_595	2
5	Pantoea agglomerans	TSB	1	1	599.193294918805	0.39304347826087	OD_595	2
5	Pantoea agglomerans	TSB	1	1	573.892090099528	0.39304347826087	OD_595	2
5	Pantoea agglomerans	TSB	1	1	551.007508294045	0.389565217391305	OD_595	2
5	Pantoea agglomerans	TSB	1	1	526.855247075257	0.417391304347827	OD_595	2
5	Pantoea agglomerans	TSB	1	1	502.78330714161	0.405217391304349	OD_595	2
5	Pantoea agglomerans	TSB	1	1	477.457656713812	0.417391304347827	OD_595	2
5	Pantoea agglomerans	TSB	1	1	454.555613759385	0.422608695652174	OD_595	2
5	Pantoea agglomerans	TSB	1	1	431.674524183691	0.417391304347827	OD_595	2
5	Pantoea agglomerans	TSB	1	1	406.387288283569	0.410434782608696	OD_595	2
5	Pantoea agglomerans	TSB	1	1	382.297887200978	0.406956521739131	OD_595	2
5	Pantoea agglomerans	TSB	1	1	358.180548280077	0.417391304347827	OD_595	2
5	Pantoea agglomerans	TSB	1	1	334.080670508119	0.419130434782609	OD_595	2
5	Pantoea agglomerans	TSB	1	1	311.140213026017	0.443478260869565	OD_595	2
5	Pantoea agglomerans	TSB	1	1	287.054304173214	0.438260869565218	OD_595	2
5	Pantoea agglomerans	TSB	1	1	262.950934171468	0.441739130434783	OD_595	2
5	Pantoea agglomerans	TSB	1	1	238.892963156976	0.422608695652174	OD_595	2
5	Pantoea agglomerans	TSB	1	1	214.86991444037	0.38608695652174	OD_595	2
5	Pantoea agglomerans	TSB	1	1	190.857342413131	0.344347826086957	OD_595	2
5	Pantoea agglomerans	TSB	1	1	166.883184913567	0.283478260869565	OD_595	2
5	Pantoea agglomerans	TSB	1	1	144.106862231535	0.22608695652174	OD_595	2
5	Pantoea agglomerans	TSB	1	1	118.966299982539	0.14608695652174	OD_595	2
5	Pantoea agglomerans	TSB	1	1	96.256329666492	0.0556521739130433	OD_595	2
5	Pantoea agglomerans	TSB	1	1	72.2297887200978	0.0208695652173914	OD_595	2
5	Pantoea agglomerans	TSB	1	1	48.1508643268727	0.0121739130434781	OD_595	2
5	Pantoea agglomerans	TSB	1	1	24.0614632442815	0.00869565217391299	OD_595	2
5	Pantoea agglomerans	TSB	1	1	1.23275711541822	0.00521739130434762	OD_595	1
Temp.C	clade	substrate	replicate	SourceRef	Time.hr	Popn_Change	Popn_DataUnit	cst
5	Bacillus pumilus	TSB	1	1	672.289156626506	0.00152959664745944	OD_595	NA
5	Bacillus pumilus	TSB	1	1	646.987951807229	0.00160293347302276	OD_595	NA
5	Bacillus pumilus	TSB	1	1	624.096385542169	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	600	0.00173913043478269	OD_595	NA
5	Bacillus pumilus	TSB	1	1	575.903614457831	0.00354810546533957	OD_595	NA
5	Bacillus pumilus	TSB	1	1	551.807228915663	0.00187881962633163	OD_595	NA
5	Bacillus pumilus	TSB	1	1	526.506024096386	0.000213026017112039	OD_595	NA
5	Bacillus pumilus	TSB	1	1	502.409638554217	0.00376113148245161	OD_595	NA
5	Bacillus pumilus	TSB	1	1	480.722891566265	0.00382399161864855	OD_595	NA
5	Bacillus pumilus	TSB	1	1	455.421686746988	0.00563645887899433	OD_595	NA
5	Bacillus pumilus	TSB	1	1	431.325301204819	0.00222804260520348	OD_595	NA
5	Bacillus pumilus	TSB	1	1	408.433734939759	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	383.132530120482	0.00410686223153478	OD_595	NA
5	Bacillus pumilus	TSB	1	1	360.240963855422	0.00417321459752074	OD_595	NA
5	Bacillus pumilus	TSB	1	1	334.939759036145	0.00424655142308372	OD_595	NA
5	Bacillus pumilus	TSB	1	1	312.048192771084	0.00431290378906946	OD_595	NA
5	Bacillus pumilus	TSB	1	1	287.951807228916	0.00264361795006129	OD_595	NA
5	Bacillus pumilus	TSB	1	1	263.855421686747	0.00445259298061818	OD_595	NA
5	Bacillus pumilus	TSB	1	1	240.963855421687	0.00625807578138649	OD_595	NA
5	Bacillus pumilus	TSB	1	1	215.66265060241	0.00459228217216701	OD_595	NA
5	Bacillus pumilus	TSB	1	1	191.566265060241	0.00292299633315873	OD_595	NA
5	Bacillus pumilus	TSB	1	1	167.469879518072	0.00125371049415068	OD_595	NA
5	Bacillus pumilus	TSB	1	1	144.578313253012	0.00653745416448404	OD_595	NA
5	Bacillus pumilus	TSB	1	1	119.277108433735	0.00661079099004735	OD_595	NA
5	Bacillus pumilus	TSB	1	1	96.3855421686747	0.00145975205168525	OD_595	NA
5	Bacillus pumilus	TSB	1	1	71.0843373493976	0.00501134974681339	OD_595	NA
5	Bacillus pumilus	TSB	1	1	46.9879518072289	0.00334206390780534	OD_595	NA
5	Bacillus pumilus	TSB	1	1	22.8915662650602	0.00341190850357975	OD_595	NA
5	Bacillus pumilus	TSB	1	1	1.4210854715202e-14	0.00347826086956549	OD_595	NA
5	Bacillus pumilus	TSB	1	1	672.050133405634	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	648.447503496892	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	623.602629908742	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	599.996302846193	0.00177833098153268	OD_595	NA
5	Bacillus pumilus	TSB	1	1	576.397370091258	6.28516147320735e-05	OD_595	NA
5	Bacillus pumilus	TSB	1	1	551.559890810725	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	527.949866594367	0.000207040613234621	OD_595	NA
5	Bacillus pumilus	TSB	1	1	503.112387313833	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	480.752001084499	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	455.907127496349	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	433.546741267015	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	408.69447337125	0.000561967378779782	OD_595	NA
5	Bacillus pumilus	TSB	1	1	383.856994090716	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	359.004726194951	0.000709853531090099	OD_595	NA
5	Bacillus pumilus	TSB	1	1	334.152458299186	0.00435524718554148	OD_595	NA
5	Bacillus pumilus	TSB	1	1	311.792072069852	0.00442179595408132	OD_595	NA
5	Bacillus pumilus	TSB	1	1	286.954592789318	0.000924288451940258	OD_595	NA
5	Bacillus pumilus	TSB	1	1	262.109719201169	0.000998231528095417	OD_595	NA
5	Bacillus pumilus	TSB	1	1	239.75672727945	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	214.9118536913	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	190.066980103151	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	165.214712207386	0.00128660952510073	OD_595	NA
5	Bacillus pumilus	TSB	1	1	142.861720285667	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	118.016846697518	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	95.6564604681829	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	68.3270995212187	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	48.4512006506993	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	23.6063270625499	0	OD_595	NA
5	Bacillus pumilus	TSB	1	1	3.72303388441446	0	OD_595	NA
Temp.C	clade	substrate	replicate	SourceRef	Time.hr	Popn_Change	Popn_DataUnit	cst
5	Clavibacter michiganensis	TSB	1	1	670.588235294118	0.401173020527859	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	646.247464503043	0.404692082111437	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	600	0.392375366568915	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	573.225152129817	0.383577712609971	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	551.31845841785	0.387096774193548	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	528.194726166328	0.390615835777126	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	502.6369168357	0.367741935483871	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	479.513184584178	0.358944281524927	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	453.955375253549	0.360703812316715	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	430.831643002028	0.350146627565982	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	406.490872210953	0.325513196480938	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	383.367139959432	0.321994134897361	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	359.026369168357	0.290322580645161	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	334.685598377282	0.272727272727273	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	311.56186612576	0.258651026392962	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	287.221095334686	0.237536656891496	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	262.88032454361	0.214662756598241	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	238.539553752535	0.21466275659824	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	214.19878296146	0.193548387096774	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	191.075050709939	0.160117302052786	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	166.734279918864	0.135483870967742	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	143.610547667343	0.119648093841642	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	118.052738336713	0.103812316715543	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	94.9290060851924	0.0826979472140762	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	71.8052738336711	0.0527859237536656	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	46.2474645030424	0.0387096774193548	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	23.1237322515209	0.0263929618768329	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	3.41060513164848e-13	0.0140762463343111	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	623.123732251521	0.394134897360704	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	671.392040027852	0.317637272239921	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	647.789410119111	0.317707518162268	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	624.183083056561	0.319563489373764	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	599.341906622219	0.31785170716077	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	575.7503681749	0.312564777215674	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	550.938768971021	0.296567192689495	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	527.347230523702	0.291280262744397	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	503.759389230192	0.284207607510151	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	480.167850782873	0.278920677565054	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	455.337765809954	0.271851719484616	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	431.775804593098	0.252278987226333	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	406.967902543026	0.234495677411006	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	383.402244172362	0.216708670441872	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	358.572159199443	0.209639712361434	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	333.730982765101	0.207927930148441	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	311.392779458614	0.197280127182091	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	286.614454639004	0.165211015053578	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	261.821341204163	0.140284804081658	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	239.483137897675	0.129637001115308	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	214.645658617142	0.126139493613167	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	189.83775656707	0.10835618379784	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	165.015065901767	0.0977157751391053	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	142.684256902894	0.0834965215944592	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	117.854171929976	0.0764275635140217	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	95.5233629311036	0.0622083099693753	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	70.7228551886475	0.0408535495757516	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	45.8927702157291	0.0337845914953141	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	23.5545669092412	0.0231367885289642	OD_595	2
5	Clavibacter michiganensis	TSB	1	1	1.27551806367717	0.0160678304485264	OD_595	2
Temp.C	clade	substrate	replicate	SourceRef	Time.hr	Popn_Change	Popn_DataUnit	cst
5	Pseudomonas fluorescens	TSB	1	1	670.588235294117	0.204105571847507	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	646.247464503042	0.209384164222874	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	621.906693711968	0.211143695014663	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	598.782961460446	0.214662756598241	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	573.225152129817	0.228739002932551	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	550.101419878296	0.225219941348974	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	526.977687626774	0.241055718475073	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	502.636916835699	0.237536656891496	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	478.296146044625	0.234017595307918	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	453.955375253549	0.241055718475073	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	430.831643002028	0.251612903225806	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	406.490872210953	0.251612903225807	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	382.150101419878	0.255131964809384	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	359.026369168357	0.265689149560117	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	334.685598377282	0.260410557184751	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	311.56186612576	0.270967741935484	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	286.004056795132	0.270967741935484	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	262.88032454361	0.281524926686217	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	238.539553752535	0.283284457478006	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	215.415821501014	0.258651026392962	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	191.075050709939	0.221700879765396	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	166.734279918864	0.177712609970674	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	143.610547667343	0.144281524926686	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	119.269776876268	0.112609970674487	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	94.9290060851922	0.0756598240469208	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	70.5882352941173	0.0439882697947215	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	47.464503042596	0.0246334310850441	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	24.3407707910749	0.0105571847507333	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	3.41060513164848e-13	0.00527859237536665	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	671.805273833671	0.142521994134897	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	647.464503042596	0.146041055718475	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	624.340770791075	0.151319648093842	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	598.782961460446	0.15307917888563	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	575.659229208925	0.160117302052786	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	551.31845841785	0.153079178885631	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	528.194726166328	0.158357771260997	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	502.636916835699	0.158357771260997	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	479.513184584178	0.165395894428153	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	455.172413793103	0.170674486803519	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	432.048681541582	0.16891495601173	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	407.707910750507	0.165395894428153	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	383.367139959432	0.156598240469208	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	360.243407707911	0.156598240469208	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	335.902636916835	0.140762463343108	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	311.56186612576	0.133724340175953	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	288.438133874239	0.116129032258065	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	264.097363083164	0.102052785923754	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	239.756592292089	0.0914956011730206	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	216.632860040567	0.0774193548387098	OD_595	2
5	Pseudomonas fluorescens	TSB	1	1	192.292089249493	0.0633431085043988	OD_595	2
