1170,0.07,0.21,0.01
1185,0.32,0.81,1
1186,0.32,0.01,0.01
1188,0.32,0.81,1
1189,0.4,0.01,0.01
1190,0.32,0.01,0.01
1191,0.32,0.01,0.01
1192,1,1,1
1196,0.32,0.01,0.01
1203,0.32,0.01,0.01
1206,0.15,0.21,0.01
1211,0.32,0.01,0.01
1217,0.07,0.11,0.39
1228,0.32,0.01,0.01
1232,0.4,0.01,0.01
1235,0.48,1,1
1238,0.32,0.01,0.01
1239,0.48,1,1
1244,0.15,0.21,0.01
1246,0.32,0.01,0.01
1249,0.07,0.61,0.39
1251,0.32,0.81,1
1252,1,1,1
1253,0.32,0.01,0.01
1255,0.4,0.01,0.01
1256,0.32,0.01,0.01
1258,0.32,0.01,0.01
1260,0.07,0.21,0.01
1261,0.32,0.01,0.01
1262,0.15,0.21,0.01
1263,0.48,1,1
1268,0,0.21,0.01
1272,0,0.11,0.14
1273,0.32,0.01,0.01
1275,0.32,0.01,0.01
1276,0.32,0.01,0.01
1283,0.32,0.01,0.01
1288,0.48,1,1
1289,0,0.41,0.26
1293,1,1,1
1296,0.07,0.01,0.39
1300,0.32,0.01,0.01
1301,0.32,0.01,0.01
1302,0,0.11,0.39
1305,0.32,0.01,0.01
1306,0.32,0.01,0.01
1308,0.32,0.01,0.01
1309,0.48,1,1
1311,0.48,1,1
1316,0.32,0.01,0.01
1318,0.32,0.01,0.01
1320,0.15,0.21,0.01
1339,1,1,1
1340,0.32,0.01,0.01
1341,0.48,1,1
1342,0.48,1,1
1344,0.32,0.01,0.01
1346,0.15,0.21,0.01
1349,0.32,0.81,1
1356,0.32,0.01,0.01
1357,0,0.01,0.01
1359,0.32,0.01,0.01
1362,0.4,0.01,0.01
1363,0.32,0.81,1
1366,0.15,0.21,0.01
1370,1,1,1
1372,0.4,0.01,0.01
1377,0.32,0.01,0.01
1380,0,0.21,0.01
1381,0.32,0.01,0.01
1384,0,0.01,0.01
1389,0,0.01,0.01
1390,0,0.01,0.39
1392,0.07,0.01,0.01
1397,0.07,0.01,0.39
1401,0.32,0.01,0.01
1402,0.07,0.61,0.39
1403,0.32,0.01,0.01
1413,0.32,0.81,1
1414,0.32,0.01,0.01
1419,0.4,0.01,0.01
1421,0.15,0.21,0.01
1422,0.32,0.01,0.01
1425,0.32,0.01,0.01
1429,0,0.21,0.26
1431,1,1,1
1432,0.32,0.01,0.01
1433,0,0.01,0.01
1435,1,1,1
1438,0.32,0.01,0.01
1439,0.4,0.01,0.01
1443,0.32,0.01,0.01
1447,0.32,0.01,0.01
1452,0.32,0.01,0.01
1460,1,1,1
1462,0.32,0.01,0.01
1471,0.32,0.01,0.01
1472,0.32,0.01,0.01
1473,0.48,1,1
1474,0.32,0.01,0.01
1475,0.48,1,1
1476,0.32,0.01,0.01
1481,0.48,1,1
1490,0.32,0.01,0.01
1496,0.32,0.01,0.01
1498,0.48,1,1
1499,0.32,0.01,0.01
1507,0.07,0.21,0.01
1515,0.32,0.01,0.01
1516,0.32,0.01,0.01
1521,0,0.11,0.39
1522,0.32,0.01,0.01
1523,0.4,0.01,0.01
1529,0.32,0.01,0.01
1533,1,1,1
1540,0.32,0.01,0.01
1547,0.32,0.01,0.01
1552,0.32,0.01,0.01
1554,0.32,0.01,0.01
1557,0.32,0.81,1
1558,0.32,0.81,1
1559,0.15,0.21,0.01
1560,0.4,0.01,0.01
1563,0.32,0.01,0.01
1566,0.32,0.01,0.01
1567,0.32,0.81,1
1569,0.32,0.01,0.01
1571,0.32,0.01,0.01
1574,0.32,0.01,0.01
1576,0.32,0.01,0.01
1583,0.32,0.01,0.01
1591,0,0.01,0.01
1593,1,1,1
1594,0.32,0.01,0.01
1596,0.32,0.01,0.01
1598,1,1,1
1599,0.32,0.01,0.01
1602,0.32,0.01,0.01
1603,0.32,0.01,0.01
1604,1,1,1
1605,0.32,0.01,0.01
1607,0.32,0.01,0.01
1610,0.32,0.01,0.01
1611,0.07,0.01,0.39
1613,0.32,0.01,0.01
1624,0.07,0.21,0.01
1628,0.32,0.01,0.01
1629,0,0.21,0.01
1630,0,0.11,0.39
1633,0.32,0.01,0.01
1636,0.32,0.01,0.01
1643,0.32,0.01,0.01
1645,0.48,1,1
1646,0.32,0.81,1
1648,1,1,1
1651,0.15,0.21,0.89
1652,0.32,0.01,0.01
1659,0.07,0.21,0.51
1667,0.32,0.01,0.01
1671,0.15,0.21,0.01
1676,0.15,0.21,0.01
1677,0.32,0.01,0.01
1679,0.4,0.01,0.01
1680,0.48,1,1
1682,0,0.01,0.01
1684,0.32,0.01,0.01
1687,0.32,0.01,0.01
1688,0.15,0.21,0.01
1694,0.32,0.81,1
1697,0.48,1,1
1702,0.32,0.01,0.01
1703,0,0.41,0.26
1704,0.15,0.21,0.01
1706,0.32,0.01,0.01
1708,0.48,1,1
1709,1,1,1
1710,0.32,0.81,1
1713,0.4,0.01,0.01
1715,0.07,0.21,0.51
1720,0,0.01,0.01
1731,0.32,0.01,0.01
1736,1,1,1
1737,0.48,1,1
1749,0.07,0.61,0.39
1752,0.4,0.01,0.01
1755,0.32,0.01,0.01
1756,0.4,0.01,0.01
1759,0.48,1,1
1762,0.4,0.01,0.01
1764,0.07,0.01,0.39
1768,0.32,0.81,1
1769,0.07,0.01,0.39
1776,0.32,0.01,0.01
1778,0,0.01,0.01
1783,0.32,0.81,1
1785,0.32,0.01,0.01
1786,0.48,1,1
1788,0.48,1,1
1793,0.07,0.21,0.51
1795,0.48,1,1
1803,1,1,1
1806,0.32,0.01,0.01
1807,0.32,0.01,0.01
1810,0.4,0.01,0.01
1811,0.48,1,1
1812,0.32,0.01,0.01
1813,0.15,0.21,0.01
1817,0.32,0.01,0.01
1821,0.07,0.01,0.39
1823,0.15,0.21,0.01
1826,1,1,1
1831,0.32,0.01,0.01
1832,1,1,1
1839,1,1,1
1841,0.32,0.01,0.01
1843,0.48,1,1
1849,0.32,0.01,0.01
1866,0.32,0.01,0.01
1867,1,1,1
1868,0.32,0.01,0.01
1872,0.32,0.01,0.01
1874,0.32,0.01,0.01
1875,0,0.01,0.01
1876,0.32,0.01,0.01
1878,0.15,0.21,0.01
1879,0.32,0.01,0.01
1882,0.48,1,1
1884,0.32,0.81,1
1886,0.07,0.61,0.39
1888,0.15,0.21,0.01
1889,0.48,1,1
1891,0.15,0.21,0.01
1892,0.15,0.21,0.01
1893,0.73,0.01,0.01
1894,0.4,0.01,0.01
1896,0.32,0.01,0.01
1897,0.32,0.01,0.01
1903,0.32,0.01,0.01
1905,0.32,0.01,0.01
1911,0.48,1,1
1914,1,1,1
1918,0.15,0.21,0.01
1921,0.32,0.01,0.01
1922,0.32,0.01,0.01
1927,0.4,0.01,0.01
1928,0.32,0.01,0.01
1934,0.32,0.81,1
1940,0.32,0.01,0.01
1941,0.4,0.01,0.01
1943,0.32,0.01,0.01
1944,0.32,0.01,0.01
1950,0.32,0.01,0.01
1954,0.32,0.01,0.01
1957,0.15,0.21,0.01
1960,0.32,0.01,0.01
1964,0.32,0.01,0.01
1968,0.48,1,1
1971,0.23,0.81,1
1982,0.32,0.01,0.01
1983,0.32,0.01,0.01
1984,0.32,0.01,0.01
1987,0.32,0.81,1
1988,0.32,0.01,0.01
1993,0.32,0.01,0.01
1995,0.32,0.01,0.01
1996,0.32,0.01,0.01
1998,0.32,0.01,0.01
